  0	20301
  1	20302
  2	20303
  3	20304
  4	20305
  5	20306
  6	20307
  7	20308
  8	20309
  9	20310
 10	20311
 11	20312
 12	20313
 13	20314
 14	20315
 15	20316
 16	20317
 17	20318
 18	20319
 19	20320
 20	20321
 21	20322
 22	20323
 23	20324
 24	20325
 25	20326
 26	20327
 27	20328
 28	20329
 29	20330
 30	20331
 31	20332
 32	20333
 33	20334
 34	20335
 35	20336
 36	20337
 37	20338
 38	20339
 39	20340
 40	20341
 41	20342
 42	20343
 43	20344
 44	20345
 45	20346
 46	20347
 47	20348
 48	20349
 49	20350
 50	20351
 51	20352
 52	20353
 53	20354
 54	20355
 55	20356
 56	20357
 57	20358
 58	20359
 59	20360
 60	20361
 61	20362
 62	20363
 63	20364
 64	21301
 65	21302
 66	21303
 67	21304
 68	21305
 69	21306
 70	21307
 71	21308
 72	21309
 73	21310
 74	21311
 75	21312
 76	21313
 77	21314
 78	21315
 79	21316
 80	21317
 81	21318
 82	21319
 83	21320
 84	21321
 85	21322
 86	21323
 87	21324
 88	21325
 89	21326
 90	21327
 91	21328
 92	21329
 93	21330
 94	21331
 95	21332
 96	21333
 97	21334
 98	21335
 99	21336
100	21337
101	21338
102	21339
103	21340
104	21341
105	21342
106	21343
107	21344
108	21345
109	21346
110	21347
111	21348
112	21349
113	21350
114	21351
115	21352
116	21353
117	21354
118	21355
119	21356
120	21357
121	21358
122	21359
123	21360
124	21361
125	21362
126	21363
127	21364
128	22301
129	22302
130	22303
131	22304
132	22305
133	22306
134	22307
135	22308
136	22309
137	22310
138	22311
139	22312
140	22313
141	22314
142	22315
143	22316
144	22317
145	22318
146	22319
147	22320
148	22321
149	22322
150	22323
151	22324
152	22325
153	22326
154	22327
155	22328
156	22329
157	22330
158	22331
159	22332
160	22333
161	22334
162	22335
163	22336
164	22337
165	22338
166	22339
167	22340
168	22341
169	22342
170	22343
171	22344
172	22345
173	22346
174	22347
175	22348
176	22349
177	22350
178	22351
179	22352
180	22353
181	22354
182	22355
183	22356
184	22357
185	22358
186	22359
187	22360
188	22361
189	22362
190	22363
191	22364
192	23301
193	23302
194	23303
195	23304
196	23305
197	23306
198	23307
199	23308
200	23309
201	23310
202	23311
203	23312
204	23313
205	23314
206	23315
207	23316
208	23317
209	23318
210	23319
211	23320
212	23321
213	23322
214	23323
215	23324
216	23325
217	23326
218	23327
219	23328
220	23329
221	23330
222	23331
223	23332
224	23333
225	23334
226	23335
227	23336
228	23337
229	23338
230	23339
231	23340
232	23341
233	23342
234	23343
235	23344
236	23345
237	23346
238	23347
239	23348
240	23349
241	23350
242	23351
243	23352
244	23353
245	23354
246	23355
247	23356
248	23357
249	23358
250	23359
251	23360
252	23361
253	23362
254	23363
255	23364
256	24301
257	24302
258	24303
259	24304
260	24305
261	24306
262	24307
263	24308
264	24309
265	24310
266	24311
267	24312
268	24313
269	24314
270	24315
271	24316
272	24317
273	24318
274	24319
275	24320
276	24321
277	24322
278	24323
279	24324
280	24325
281	24326
282	24327
283	24328
284	24329
285	24330
286	24331
287	24332
288	24333
289	24334
290	24335
291	24336
292	24337
293	24338
294	24339
295	24340
296	24341
297	24342
298	24343
299	24344
300	24345
301	24346
302	24347
303	24348
304	24349
305	24350
306	24351
307	24352
308	24353
309	24354
310	24355
311	24356
312	24357
313	24358
314	24359
315	24360
316	24361
317	24362
318	24363
319	24364
320	25301
321	25302
322	25303
323	25304
324	25305
325	25306
326	25307
327	25308
328	25309
329	25310
330	25311
331	25312
332	25313
333	25314
334	25315
335	25316
336	25317
337	25318
338	25319
339	25320
340	25321
341	25322
342	25323
343	25324
344	25325
345	25326
346	25327
347	25328
348	25329
349	25330
350	25331
351	25332
352	25333
353	25334
354	25335
355	25336
356	25337
357	25338
358	25339
359	25340
360	25341
361	25342
362	25343
363	25344
364	25345
365	25346
366	25347
367	25348
368	25349
369	25350
370	25351
371	25352
372	25353
373	25354
374	25355
375	25356
376	25357
377	25358
378	25359
379	25360
380	25361
381	25362
382	25363
383	25364
